City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
341,lata,40.1629,-8.3327,289.86,97,26,0.54,PT,1723090891
342,kidal,18.4411,1.4078,302.21,59,95,6.85,ML,1723090892
343,tolanaro,-25.0319,46.9987,293.19,88,75,5.14,MG,1723090893
344,rafraf,37.1904,10.1837,295.32,78,0,0.3,TN,1723090894
345,gorontalo,0.5412,123.0595,302.98,69,24,4.29,ID,1723090895
346,bulolo,-7.2,146.65,296.42,93,99,0.98,PG,1723090896
347,bar-le-duc,48.75,5.1667,288.36,72,100,0.63,FR,1723090897
348,edson,53.5835,-116.4356,288.23,72,0,1.54,CA,1723090737
349,stanley,54.868,-1.6985,286.92,87,2,3.6,GB,1723090900
350,mbeya,-8.9,33.45,282.93,71,86,2.54,TZ,1723090901
351,arraial do cabo,-22.9661,-42.0278,295.17,86,0,9.77,BR,1723090902
352,richards bay,-28.783,32.0377,289.14,86,27,4.52,ZA,1723090903
353,kirakira,-10.4544,161.9205,301.04,72,100,6.04,SB,1723090904
354,sao tome,0.3365,6.7273,296.94,83,67,3.4,ST,1723090905
355,letlhakane,-21.4167,25.5833,285.76,65,0,3.35,BW,1723090906
356,quellon,-43.1167,-73.6167,278.09,89,59,1.68,CL,1723090907
357,galle,6.0367,80.217,302.55,81,46,1.34,LK,1723090793
358,kayangel,8.0823,134.7173,302.12,74,95,4.77,PW,1723090344
359,kerema,-7.9631,145.7785,299.43,85,76,2.8,PG,1723090910
360,bangar,16.8936,120.4243,303.45,72,100,4.47,PH,1723090913
361,usinsk,65.9939,57.5281,287.82,51,7,3.76,RU,1723090914
362,mineros,-17.1167,-63.2333,292.49,93,83,3.18,BO,1723090915
363,floro,61.5996,5.0328,287.19,94,100,6.17,NO,1723090916
364,caucete,-31.6518,-68.2811,278.02,66,81,5.63,AR,1723090917
365,brigantine,39.4101,-74.3646,295.26,97,100,5.66,US,1723090918
